LAMMPS data file via write_data, version 27 May 2021, timestep = 11071

2746 atoms
1 atom types

-120 120 xlo xhi
-120 120 ylo yhi
-0.6 0.6 zlo zhi

Masses

1 26.9815384

Atoms # atomic

1374 1 -34.46453690498237 -88.2240949086097 0 0 0 0
1389 1 -51.02717201837222 -84.06750368420246 0 0 0 0
1375 1 -48.67974545351545 -85.40700835105811 0 0 0 0
1376 1 -46.36605538627173 -86.77738583131739 0 0 0 0
1391 1 -46.22113420523781 -84.03266390161991 0 0 0 0
1377 1 -44.04542029335629 -85.3420167542902 0 0 0 0
1378 1 -41.92850919843127 -86.87563250980901 0 0 0 0
1393 1 -41.578997939213615 -84.10157233515729 0 0 0 0
1379 1 -39.38682918487825 -85.77635027080565 0 0 0 0
1380 1 -36.85596553369388 -86.89460895422853 0 0 0 0
1395 1 -36.87214767443943 -84.25975873584844 0 0 0 0
1381 1 -34.313836684409374 -85.57238455072799 0 0 0 0
1382 1 -31.918364433024568 -86.89614347396672 0 0 0 0
1397 1 -31.970715896435852 -84.2572959716953 0 0 0 0
1383 1 -29.58593513289351 -85.4360506938075 0 0 0 0
1384 1 -27.08768717667378 -86.70741223379669 0 0 0 0
1399 1 -27.2252668907281 -84.09227686093531 0 0 0 0
1385 1 -24.72972907837402 -85.72745828806819 0 0 0 0
1386 1 -22.401684685878976 -86.97535551374926 0 0 0 0
1401 1 -22.404648588200654 -84.19045849615271 0 0 0 0
1387 1 -20.062726660712865 -85.54307789018614 0 0 0 0
1403 1 -17.618410345355873 -84.40390534516175 0 0 0 0
1406 1 -55.77170229777254 -81.16045357265844 0 0 0 0
1388 1 -53.63900503512681 -82.58405496807114 0 0 0 0
1408 1 -51.09092198425118 -81.35056068852967 0 0 0 0
1390 1 -48.79634532881009 -82.63595551143997 0 0 0 0
1409 1 -48.665071684122005 -79.84619204476019 0 0 0 0
1410 1 -46.33685005255009 -81.34051048024509 0 0 0 0
1392 1 -43.983127313252226 -82.68275701039302 0 0 0 0
1412 1 -41.608388575502985 -81.40818662251863 0 0 0 0
1394 1 -39.177363952454854 -82.93341148985365 0 0 0 0
1413 1 -39.16489921676947 -80.17372283609122 0 0 0 0
1414 1 -36.97241488443747 -81.53644841209223 0 0 0 0
1396 1 -34.47497765191411 -82.69444356469418 0 0 0 0
1415 1 -34.38932349157033 -80.11617077070419 0 0 0 0
1416 1 -32.108948082860124 -81.45132633524172 0 0 0 0
1398 1 -29.63362620698874 -82.75489841499814 0 0 0 0
1417 1 -29.71958864609985 -80.19479348718536 0 0 0 0
1418 1 -27.189031885308342 -81.37487566529707 0 0 0 0
1400 1 -24.877619000940143 -82.901717352848 0 0 0 0
1420 1 -22.463503237786792 -81.68443088710093 0 0 0 0
1419 1 -24.722001373941676 -80.14396493031124 0 0 0 0
1402 1 -19.938859388975633 -82.93310206463586 0 0 0 0
1421 1 -20.043151600201494 -80.27479301380299 0 0 0 0
1422 1 -17.39245340610825 -81.67798678309607 0 0 0 0
1404 1 -15.027973521827317 -83.22948223122269 0 0 0 0
1423 1 -15.076425730485347 -80.41718197709932 0 0 0 0
